source_row,recipe,role,action,legacy_path,canonical_legacy_path,mapping_status,reference_label,dss_reference,dataset_name,snapshot_name,dss_subpath,upload_root
54,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/vila_v3_backup/vcg_subset_nmh5r,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/vila_v3_backup/vcg_subset_nmh5r,mapped,,dss://vcg_subset_nmh5r@v0,vcg_subset_nmh5r,v0,,
55,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/video/activitynet_videos,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/video/activitynet_videos,mapped,media_source,dss://activitynet_videos@v0,activitynet_videos,v0,,
56,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/vila_v3_backup/vidln_combined_nmh5r,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/vila_v3_backup/vidln_combined_nmh5r,mapped,,dss://vidln_nmh5r@v0,vidln_nmh5r,v0,,
57,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/video/vidln,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/video/vidln,mapped,media_source,dss://vidln@v0,vidln,v0,,
58,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/ksapra/src/trainingvlm/data_curation/processed/df_v1_nmh5r_reanswered,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/ksapra/src/trainingvlm/data_curation/processed/df_v1_nmh5r_reanswered,mapped,,dss://df_v1_nmh5r_reanswered_qwen30a3b@v0,df_v1_nmh5r_reanswered_qwen30a3b,v0,,
59,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/1m_caption_Nov_19_24/all_images,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/1m_caption_Nov_19_24/all_images,mapped,media_source,dss://1m_caption_Nov_19_24@v0,1m_caption_Nov_19_24,v0,,
60,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/vila_v3_backup/approved_20240921_clean_0314_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/vila_v3_backup/approved_20240921_clean_0314_safetyfix0323,mapped,,dss://hf_data_approved_20240921_clean_safetyfix0323@v0,hf_data_approved_20240921_clean_safetyfix0323,v0,,
61,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/sft_data/Cambrian-10M,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/sft_data/Cambrian-10M,mapped,media_source,dss://Cambrian-10M@v0,Cambrian-10M,v0,,
62,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/vila_v3_backup/approved_20240921_clean_0314_reason_qwen3.5_fixthink0319_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/vila_v3_backup/approved_20240921_clean_0314_reason_qwen3.5_fixthink0319_safetyfix0323,mapped,,dss://hf_data_approved_20240921_clean_reason_qwen3.5_fixthink0319_safetyfix0323@v0,hf_data_approved_20240921_clean_reason_qwen3.5_fixthink0319_safetyfix0323,v0,,
63,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/tallyqa_filtered_commercial_nmh5r,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/tallyqa_filtered_commercial_nmh5r,mapped,,dss://tally_qa_nmh5r@v0/tally_qa_nmh5r.jsonl,tally_qa_nmh5r,v0,tally_qa_nmh5r.jsonl,
64,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/sft_data/Cambrian-10M,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/sft_data/Cambrian-10M,mapped,media_source,dss://Cambrian-10M@v0/tallyqa,Cambrian-10M,v0,tallyqa,
65,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/tallyqa_reason_qwen3.5_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/tallyqa_reason_qwen3.5_fixthink0319,mapped,,dss://tally_qa_reason_qwen3.5_fixthink0319@v0/tally_qa_reason_qwen3.5_fixthink0319.jsonl,tally_qa_reason_qwen3.5_fixthink0319,v0,tally_qa_reason_qwen3.5_fixthink0319.jsonl,
66,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/ksapra/src/trainingvlm/data_curation/processed/df_human_v1_nmh5r_reanswered,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/ksapra/src/trainingvlm/data_curation/processed/df_human_v1_nmh5r_reanswered,mapped,,dss://df_human_v1_nmh5r_reanswered_qwen30a3b@v0,df_human_v1_nmh5r_reanswered_qwen30a3b,v0,,
67,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/video/human_labeled,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/video/human_labeled,mapped,media_source,dss://human_labeled@v0,human_labeled,v0,,
68,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/new_jsonl/invisible_aug_prompts_v2_nmh5r_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/new_jsonl/invisible_aug_prompts_v2_nmh5r_safetyfix0323,mapped,,dss://nv_invisible_aug_v2_nmh5r_safetyfix0323@v0,nv_invisible_aug_v2_nmh5r_safetyfix0323,v0,,
69,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/data/vendor_dataset/enterprise/images/invisible_vqa,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/data/vendor_dataset/enterprise/images/invisible_vqa,mapped,media_source,dss://invisible_vqa@v0,invisible_vqa,v0,,
70,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/new_jsonl/turing_aug_prompts_v2_nmh5r_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/new_jsonl/turing_aug_prompts_v2_nmh5r_fixthink0319,mapped,,dss://nv_turing_aug_v2_nmh5r_fixthink0319@v0,nv_turing_aug_v2_nmh5r_fixthink0319,v0,,
71,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/data/vendor_dataset/enterprise/images/turing_vqa,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/data/vendor_dataset/enterprise/images/turing_vqa,mapped,media_source,dss://turing_vqa@v0,turing_vqa,v0,,
72,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/sft_jsonl_draco/eagle_v1/scale_nv_nmh5r_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/sft_jsonl_draco/eagle_v1/scale_nv_nmh5r_safetyfix0323,mapped,,dss://scale_nv_nmh5r_safetyfix0323@v0,scale_nv_nmh5r_safetyfix0323,v0,,
73,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/sft_data/scale/images,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/sft_data/scale/images,mapped,media_source,dss://scale@v0,scale,v0,,
74,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/sft_jsonl/eagle_v1/textbooks_nv_nmh5r_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/sft_jsonl/eagle_v1/textbooks_nv_nmh5r_safetyfix0323,mapped,,dss://textbooks_nv_nmh5r_safetyfix0323@v0,textbooks_nv_nmh5r_safetyfix0323,v0,,
75,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/sft_data/textbooks,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/sft_data/textbooks,mapped,media_source,dss://textbooks@v0,textbooks,v0,,
76,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/nv_ocr_datasets/synthtabnet_blocks/raw/synthtabnet_blocks_nmh5r_orig,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/nv_ocr_datasets/synthtabnet_blocks/raw/synthtabnet_blocks_nmh5r_orig,mapped,,dss://synthtabnet_blocks_nmh5r_orig@v0,synthtabnet_blocks_nmh5r_orig,v0,,
77,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/nv_ocr_datasets/synthtabnet_blocks/raw/images,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/nv_ocr_datasets/synthtabnet_blocks/raw/images,mapped,media_source,dss://synthtabnet_blocks@v0,synthtabnet_blocks,v0,,
78,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/nv_ocr_datasets/synthtabnet_blocks/raw/synthtabnet_blocks_nmh5r_reason,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/nv_ocr_datasets/synthtabnet_blocks/raw/synthtabnet_blocks_nmh5r_reason,mapped,,dss://synthtabnet_blocks_nmh5r_reason@v0,synthtabnet_blocks_nmh5r_reason,v0,,
79,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/human_annotation_v2_ground_augmented_v1_tables_mixprompts_nmh5r__cleaned_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/human_annotation_v2_ground_augmented_v1_tables_mixprompts_nmh5r__cleaned_safetyfix0323,mapped,,dss://human_annotation_2_ocr_ground_aug_tables_mixprompts_v1_nmh5r_cleaned_safetyfix0323@v0,human_annotation_2_ocr_ground_aug_tables_mixprompts_v1_nmh5r_cleaned_safetyfix0323,v0,,
80,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/human_annotation_v2_ground_augmented_v1_tables_mixprompts,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/human_annotation_v2_ground_augmented_v1_tables_mixprompts,mapped,media_source,dss://human_annotation_v2_ground_augmented_v1_tables_mixprompts@v0,human_annotation_v2_ground_augmented_v1_tables_mixprompts,v0,,
81,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/human_annotation_v2_ground_augmented_v2_tables_mixprompts_nmh5r__cleaned_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/human_annotation_v2_ground_augmented_v2_tables_mixprompts_nmh5r__cleaned_safetyfix0323,mapped,,dss://human_annotation_2_ocr_ground_aug_tables_mixprompts_v2_nmh5r_cleaned_safetyfix0323@v0,human_annotation_2_ocr_ground_aug_tables_mixprompts_v2_nmh5r_cleaned_safetyfix0323,v0,,
82,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/human_annotation_v2_ground_augmented_v2_tables_mixprompts,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/human_annotation_v2_ground_augmented_v2_tables_mixprompts,mapped,media_source,dss://human_annotation_v2_ground_augmented_v2_tables_mixprompts@v0,human_annotation_v2_ground_augmented_v2_tables_mixprompts,v0,,
83,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/human_annotation_v0_ground_augmented_v3_tables_mixprompts_nmh5r_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/human_annotation_v0_ground_augmented_v3_tables_mixprompts_nmh5r_safetyfix0323,mapped,,dss://human_annotation_ocr_ground_aug_tables_mixprompts_v3_nmh5r_safetyfix0323@v0,human_annotation_ocr_ground_aug_tables_mixprompts_v3_nmh5r_safetyfix0323,v0,,
84,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/human_annotation_v0_ground_augmented_v3_tables_mixprompts,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/human_annotation_v0_ground_augmented_v3_tables_mixprompts,mapped,media_source,dss://human_annotation_v0_ground_augmented_v3_tables_mixprompts@v0,human_annotation_v0_ground_augmented_v3_tables_mixprompts,v0,,
85,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/human_annotation_v0_ground_augmented_v2_tables_mixprompts_nmh5r_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/human_annotation_v0_ground_augmented_v2_tables_mixprompts_nmh5r_safetyfix0323,mapped,,dss://human_annotation_ocr_ground_aug_tables_mixprompts_v2_nmh5r_safetyfix0323@v0,human_annotation_ocr_ground_aug_tables_mixprompts_v2_nmh5r_safetyfix0323,v0,,
86,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/human_annotation_v0_ground_augmented_v2_tables_mixprompts,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/human_annotation_v0_ground_augmented_v2_tables_mixprompts,mapped,media_source,dss://human_annotation_v0_ground_augmented_v2_tables_mixprompts@v0,human_annotation_v0_ground_augmented_v2_tables_mixprompts,v0,,
87,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/nv_ocr_datasets/nvpdftex_clean_v11_test/nvpdftex_clean_v11_600K_grounding_nmh5r_orig_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/nv_ocr_datasets/nvpdftex_clean_v11_test/nvpdftex_clean_v11_600K_grounding_nmh5r_orig_safetyfix0323,mapped,,dss://nvpdftex_clean_v11_600K_grounding_nmh5r_orig_safetyfix0323@v0,nvpdftex_clean_v11_600K_grounding_nmh5r_orig_safetyfix0323,v0,,
88,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/nv_ocr_datasets/nvpdftex_clean_v11_test/images,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/nv_ocr_datasets/nvpdftex_clean_v11_test/images,mapped,media_source,dss://nvpdftex_clean_v11@v0,nvpdftex_clean_v11,v0,,
89,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/nv_ocr_datasets/nvpdftex_clean_v11_test/nvpdftex_clean_v11_600K_grounding_nmh5r_reason_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/nv_ocr_datasets/nvpdftex_clean_v11_test/nvpdftex_clean_v11_600K_grounding_nmh5r_reason_safetyfix0323,mapped,,dss://nvpdftex_clean_v11_600K_grounding_nmh5r_reason_safetyfix0323@v0,nvpdftex_clean_v11_600K_grounding_nmh5r_reason_safetyfix0323,v0,,
90,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/nvpdftex_clean_augmented_v3_1_6M_grounding_augv2_mixprompts_nmh5r__cleaned_orig_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/nvpdftex_clean_augmented_v3_1_6M_grounding_augv2_mixprompts_nmh5r__cleaned_orig_safetyfix0323,mapped,,dss://nvpdftex_augmented_v3_augmented_v2_mixprompts_nmh5r_cleaned_orig_safetyfix0323@v0,nvpdftex_augmented_v3_augmented_v2_mixprompts_nmh5r_cleaned_orig_safetyfix0323,v0,,
91,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/nvpdftex_augmented_v3_augmented_v2,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/nvpdftex_augmented_v3_augmented_v2,mapped,media_source,dss://nvpdftex_augmented_v3_augmented_v2@v0,nvpdftex_augmented_v3_augmented_v2,v0,,
92,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/nvpdftex_clean_augmented_v3_1_6M_grounding_augv2_mixprompts_nmh5r__cleaned_reason_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/nvpdftex_clean_augmented_v3_1_6M_grounding_augv2_mixprompts_nmh5r__cleaned_reason_safetyfix0323,mapped,,dss://nvpdftex_augmented_v3_augmented_v2_mixprompts_nmh5r_cleaned_reason_safetyfix0323@v0,nvpdftex_augmented_v3_augmented_v2_mixprompts_nmh5r_cleaned_reason_safetyfix0323,v0,,
93,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/doclaynet_augmented_v2_tables_mixprompts_nmh5r__cleaned_orig_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/doclaynet_augmented_v2_tables_mixprompts_nmh5r__cleaned_orig_safetyfix0323,mapped,,dss://doclaynet_ro_v4_augmented_v2_tables_mixprompts_v2_nmh5r_cleaned_orig_safetyfix0323@v0,doclaynet_ro_v4_augmented_v2_tables_mixprompts_v2_nmh5r_cleaned_orig_safetyfix0323,v0,,
94,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/doclaynet_augmented_v2_tables_mixprompts,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/doclaynet_augmented_v2_tables_mixprompts,mapped,media_source,dss://doclaynet_augmented_v2_tables_mixprompts@v0,doclaynet_augmented_v2_tables_mixprompts,v0,,
95,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/doclaynet_augmented_v2_tables_mixprompts_nmh5r__cleaned_reason_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/doclaynet_augmented_v2_tables_mixprompts_nmh5r__cleaned_reason_safetyfix0323,mapped,,dss://doclaynet_ro_v4_augmented_v2_tables_mixprompts_v2_nmh5r_cleaned_reason_safetyfix0323@v0,doclaynet_ro_v4_augmented_v2_tables_mixprompts_v2_nmh5r_cleaned_reason_safetyfix0323,v0,,
